pid,survey_count,age_35_years,all_survey_years,min_age,max_age
130012103,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,33
130022105,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",2,43
130032101,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
130042101,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
130045101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
130045102,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
130046103,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
130059101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130059102,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
130060101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130060102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130062101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130070103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
130072101,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
130073101,7,"2016,2020","2010,2012,2014,2016,2018,2020,2022",2,39
130073102,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
130074104,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",4,41
130077103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
130079101,7,"2016,2020","2010,2012,2014,2016,2018,2020,2022",2,39
130079102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
130080102,7,2016,"2010,2012,2014,2016,2018,2020,2022",4,40
130086101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130093103,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,34
130099104,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
130101101,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,34
130103101,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,42
130103104,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
130134101,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,34
130134102,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
130140101,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",2,43
130147101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
130149102,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130154104,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
130158102,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,34
130164102,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130175102,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
130175103,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,34
130175105,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,33
130193103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",1,36
130204102,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",2,43
130204105,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
130206103,7,2022,"2010,2012,2014,2016,2018,2020,2022",1,33
130207102,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
130207103,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
130210103,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,34
130213103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
130220103,7,"2016,2020","2010,2012,2014,2016,2018,2020,2022",2,39
130220104,7,"2016,2020","2010,2012,2014,2016,2018,2020,2022",2,39
130224103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130226102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130228101,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
130254103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
130277103,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
130281103,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,34
130293101,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
130293102,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,42
130295101,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
130297101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
130301103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
130301104,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
130306101,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",2,43
130306102,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
130307101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
130307102,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
130311106,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130311107,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,33
130316103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",1,37
130321104,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,33
130321105,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
130322102,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",2,43
130322103,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
130323102,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
130332101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
130381101,7,"2010,2012,2014","2010,2012,2014,2016,2018,2020,2022",2,45
130389101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
130389102,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
130393105,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,42
130397102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130420101,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",2,43
130420102,7,"2016,2020","2010,2012,2014,2016,2018,2020,2022",2,39
130425103,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
130426103,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
130431102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130433103,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
130433104,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
130443104,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
130451101,7,2020,"2010,2012,2014,2016,2018,2020,2022",2,38
130451103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
130452101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
130452102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130453101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
130459101,7,"2010,2012,2014","2010,2012,2014,2016,2018,2020,2022",2,45
130459102,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
130466104,7,2020,"2010,2012,2014,2016,2018,2020,2022",2,38
130475103,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
130479101,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130479103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
130480101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130480104,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
130489101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
130489102,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
130496102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
130499102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130500101,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
130506102,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
130516103,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,34
130534101,7,"2016,2020","2010,2012,2014,2016,2018,2020,2022",2,39
130534102,7,2020,"2010,2012,2014,2016,2018,2020,2022",2,38
130538104,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130542101,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
130555103,7,"2016,2020","2010,2012,2014,2016,2018,2020,2022",1,39
130555107,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130561101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130561102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130562101,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130563101,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
130563102,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
130568101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
130571101,7,2020,"2010,2012,2014,2016,2018,2020,2022",2,38
130571102,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
130578102,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,42
130588104,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,47
130602102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
130606105,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
130654104,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
130655101,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
130655102,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,42
130656103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130657101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
130673101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
130676101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130693101,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
130697101,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
130697102,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
130700103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
130703104,7,"2016,2020","2010,2012,2014,2016,2018,2020,2022",2,39
130705103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130708101,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",2,43
130708102,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
130710103,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",2,43
130710104,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
130711103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130715101,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130717101,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
130719101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
130719102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
130722104,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,33
130733102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
130736101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
130750103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
130762103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
130789103,7,2020,"2010,2012,2014,2016,2018,2020,2022",2,38
130789104,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130790102,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
130799102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130810107,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130815102,7,"2016,2020","2010,2012,2014,2016,2018,2020,2022",2,39
130815105,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
130841101,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,42
130844101,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,42
130846101,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,42
130846102,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
130865102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
130872103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
130873104,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,34
130877101,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",2,43
130878101,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
130880103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
130880104,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130880106,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,34
130881104,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
130883102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130884101,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
130886105,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,34
130887103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130887104,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,34
130887105,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130889105,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130893105,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
130894101,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130894105,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",1,36
130894106,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
130896104,7,2022,"2010,2012,2014,2016,2018,2020,2022",1,33
130898101,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
130898102,7,"2010,2012,2014","2010,2012,2014,2016,2018,2020,2022",2,45
130899101,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
130899102,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
130900103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
130900104,7,2022,"2010,2012,2014,2016,2018,2020,2022",1,34
130901104,7,2020,"2010,2012,2014,2016,2018,2020,2022",2,38
130902104,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
130902106,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
130904103,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130906104,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,33
130911103,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
130911104,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
130917104,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
130918101,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",2,43
130926101,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
130926102,7,2020,"2010,2012,2014,2016,2018,2020,2022",2,38
130928103,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,42
130928104,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
130933103,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,33
130935104,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
130937101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
140003103,7,2022,"2010,2012,2014,2016,2018,2020,2022",1,33
140005102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
140006101,7,2020,"2010,2012,2014,2016,2018,2020,2022",2,38
140006102,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
140010102,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
140013103,7,2020,"2010,2012,2014,2016,2018,2020,2022",2,38
140019103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
140019104,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,34
140020101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
140023102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
140027103,7,"2010,2012,2014","2010,2012,2014,2016,2018,2020,2022",2,45
140027104,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
140045101,7,"2010,2012,2014","2010,2012,2014,2016,2018,2020,2022",2,45
140045102,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
140049101,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
140052101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
140052102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
140056101,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",2,43
140056102,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",2,43
140058104,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
140076101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
140076102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
140080102,7,"2010,2012,2014","2010,2012,2014,2016,2018,2020,2022",2,45
140083101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
140084103,7,2020,"2010,2012,2014,2016,2018,2020,2022",2,38
140084105,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
140086104,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
140088103,7,2020,"2010,2012,2014,2016,2018,2020,2022",2,38
140088104,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,42
140095101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
140096101,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
140097103,7,2022,"2010,2012,2014,2016,2018,2020,2022",1,33
140108104,7,2022,"2010,2012,2014,2016,2018,2020,2022",1,33
140122104,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
140128101,7,"2016,2020","2010,2012,2014,2016,2018,2020,2022",2,39
140132104,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
140140101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
140149102,7,2020,"2010,2012,2014,2016,2018,2020,2022",2,38
140149103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
140150103,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
140155101,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,42
140155102,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,42
140156101,7,"2016,2020","2010,2012,2014,2016,2018,2020,2022",2,39
140156102,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
140162106,7,"2010,2012,2014","2010,2012,2014,2016,2018,2020,2022",2,45
140171101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
140171102,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
140177103,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,42
140184101,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
140184102,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
140187101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
140187102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
140188103,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
140192101,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,42
140192102,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,34
140195102,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
140198102,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
140203101,7,"2016,2020","2010,2012,2014,2016,2018,2020,2022",2,39
140203104,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
140221104,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,33
140222105,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
140304101,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,34
140304102,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
140320103,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,33
140347101,7,2020,"2010,2012,2014,2016,2018,2020,2022",2,38
140347102,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
140350103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
140350104,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,34
140351103,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,33
140354101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
140355104,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
140357101,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
140357102,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
140359101,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
140359102,7,"2016,2020","2010,2012,2014,2016,2018,2020,2022",2,39
140360101,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
140362101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
140365105,7,"2016,2020","2010,2012,2014,2016,2018,2020,2022",2,39
140368103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
140370103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
140370105,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,33
140486101,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
140486102,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
140520101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
140523104,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
140533104,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,33
140548103,7,"2016,2020","2010,2012,2014,2016,2018,2020,2022",2,39
140573103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",1,35
140616101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
140626101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
140640101,7,2020,"2010,2012,2014,2016,2018,2020,2022",2,38
140640102,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
140641103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
140641104,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
140644103,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,33
140650102,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,35
140668103,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
140670105,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,36
140673101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
140687101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
140687103,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
140702101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
140714101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
140714102,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",2,43
140719101,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
140719102,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
140748101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
140749104,7,2022,"2010,2012,2014,2016,2018,2020,2022",2,33
140831101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
140834103,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,41
140834104,7,"2020,2022","2010,2012,2014,2016,2018,2020,2022",2,37
140860101,7,"2010,2012,2014","2010,2012,2014,2016,2018,2020,2022",2,45
140867101,7,"2016,2020","2010,2012,2014,2016,2018,2020,2022",2,39
210012101,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
210012104,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",2,43
210029101,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",4,43
210043101,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
210043102,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",2,43
210079104,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
210083104,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
210098102,7,2020,"2010,2012,2014,2016,2018,2020,2022",2,38
210126104,7,"2014,2016","2010,2012,2014,2016,2018,2020,2022",2,42
210144101,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
210148104,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
210173103,7,"2010,2012,2014","2010,2012,2014,2016,2018,2020,2022",2,45
210181104,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
210191102,7,2010,"2010,2012,2014,2016,2018,2020,2022",4,48
210194102,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,46
210195101,7,"2012,2014","2010,2012,2014,2016,2018,2020,2022",2,44
210195102,7,"2012,2014,2016","2010,2012,2014,2016,2018,2020,2022",2,43
210196101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
210196102,7,"2010,2012","2010,2012,2014,2016,2018,2020,2022",2,47
210201101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,48
210208101,7,2020,"2010,2012,2014,2016,2018,2020,2022",4,38
210263101,7,2010,"2010,2012,2014,2016,2018,2020,2022",2,49
210275101,7,2016,"2010,2012,2014,2016,2018,2020,2022",2,40
