pid,gender,ibirthy,age_range,qg11_2014,qg11_2016,qg11_2018,qg11_2020,qg11_2022
211944102,0,1969,45-53,1500,NA,1300,2200,1170
311104103,1,1987,27-35,3800,NA,NA,NA,4000
370410101,0,1982,32-40,3000,NA,NA,2000,2500
130501103,0,1987,27-35,1800,NA,3300,NA,3200
311838103,0,1992,22-30,2500,NA,5000,6020,9000
330199101,0,1976,38-46,1900,NA,7000,6000,6000
441409102,1,1986,28-36,2000,NA,NA,0,3000
430491103,0,1992,22-30,3000,NA,NA,NA,3000
411876103,0,1993,21-29,NA,NA,3000,4000,10000
411064103,0,1986,28-36,900,NA,9000,700,2000
411085101,0,1963,51-59,1900,NA,3300,0,NA
530268104,0,1987,27-35,NA,NA,NA,1300,1500
520289104,1,1998,16-24,NA,NA,3200,5500,8375
120096103,1,1980,34-42,3000,NA,3600,5000,5000
130494103,0,1995,19-27,NA,2000,2800,2000,2000
330046101,1,1983,31-39,NA,NA,5000,5000,7000
440973101,1,1974,40-48,NA,NA,5000,6500,7500
211044103,1,1974,40-48,NA,2000,NA,2000,3000
330046501,0,1986,28-36,NA,3000,5000,6500,5000
410833101,1,1972,42-50,6000,NA,2000,3500,7000
211019103,1,1991,23-31,1500,NA,3600,5000,5000
430057101,0,1957,57-65,NA,2200,2200,NA,NA
211298101,1,1978,36-44,2000,NA,5000,5000,5000
130601102,0,1969,45-53,NA,NA,2000,417,3000
410042102,0,1973,41-49,1000,NA,1000,2000,2000
441699101,1,1983,31-39,2900,NA,3000,3400,4000
410416101,0,1968,46-54,NA,NA,NA,2400,2400
140365105,1,1983,31-39,10000,NA,13000,15000,16000
420368501,0,1988,26-34,1400,NA,2600,3000,2900
211281103,0,1949,65-73,1800,NA,NA,1200,2100
370075101,0,1967,47-55,NA,NA,NA,3500,3300
230133102,1,1969,45-53,1200,NA,2600,2800,NA
320391103,0,1967,47-55,2500,NA,3000,2000,NA
210932101,0,1976,38-46,NA,2500,2000,3000,3000
312129102,1,1958,56-64,1800,NA,NA,2000,NA
420333501,0,1990,24-32,2800,NA,4200,5000,6000
320373104,0,1987,27-35,2500,NA,3800,4000,3300
210630103,0,1984,30-38,3000,NA,4500,4200,5000
620004103,1,1985,29-37,2000,2800,2700,2750,5000
410915103,1,1995,19-27,NA,NA,3000,3000,3000
230465103,1,1985,29-37,2000,6000,6000,6000,8000
370058101,1,1963,51-59,NA,NA,3000,5000,3000
140768102,0,1959,55-63,900,NA,1700,2400,2490
230623101,0,1966,48-56,1300,NA,1500,NA,NA
621039102,0,1978,36-44,NA,2200,2700,3200,3630
410842104,1,1978,36-44,NA,NA,3000,3500,NA
340263104,0,1988,26-34,1760,2250,2500,2800,3444
621785102,0,1966,48-56,NA,1200,1600,1500,1800
440391104,0,1985,29-37,NA,NA,2000,3000,3000
230632101,0,1967,47-55,1091,NA,1100,NA,NA
621671103,1,1965,49-57,4500,NA,3000,4500,4180
530090103,1,1989,25-33,2400,2000,3600,2000,2900
520002101,1,1984,30-38,4000,NA,NA,NA,11000
140768101,1,1958,56-64,900,1000,1420,1500,1500
411511103,1,1984,30-38,NA,3000,3000,5500,5500
621291104,1,1994,20-28,NA,NA,3000,3500,5000
410124105,0,1983,31-39,NA,4000,4500,6000,2000
311027103,0,1986,28-36,3000,2800,4500,NA,NA
370481102,1,1971,43-51,NA,NA,NA,3000,4000
211461103,0,1996,18-26,NA,NA,1000,3400,3400
370681103,0,1998,16-24,NA,NA,NA,900,1900
411835102,1,1965,49-57,NA,NA,6000,5500,4300
420356101,1,1955,59-67,1300,NA,2200,NA,NA
621700102,0,1963,51-59,3000,NA,NA,5500,6000
360239104,1,1991,23-31,NA,5000,6000,6500,NA
130901104,0,1984,30-38,1700,NA,2200,2700,3500
330046104,1,1983,31-39,7000,NA,8000,10000,12000
420278103,1,1976,38-46,3000,NA,NA,4000,4000
311104101,1,1964,50-58,1820,NA,5000,4600,2590
440594101,1,1966,48-56,3000,NA,6000,5000,6500
360187102,1,1968,46-54,NA,2400,NA,3000,NA
220349102,0,1977,37-45,NA,1700,2000,2000,2000
130892102,1,1963,51-59,NA,NA,4000,4500,5000
220301101,0,1970,44-52,2942,NA,3800,1800,1800
510622531,1,1975,39-47,2000,NA,2000,3000,NA
320350501,0,1994,20-28,NA,NA,NA,2000,2800
220343101,0,1959,55-63,1000,NA,NA,NA,130
220135104,1,1993,21-29,NA,2800,5000,5000,NA
500376101,0,1968,46-54,1200,NA,NA,500,1500
312055102,0,1964,50-58,NA,NA,2360,2400,NA
530004104,1,1985,29-37,NA,NA,2000,3000,3000
360276103,0,1974,40-48,2000,2800,3000,4000,6000
130210103,1,1988,26-34,3000,NA,3000,3800,5700
220138101,0,1982,32-40,1400,1800,2000,NA,1800
211104102,1,1957,57-65,NA,NA,1167,0,NA
610062101,1,1948,66-74,NA,NA,3000,3000,2500
312378102,1,1960,54-62,3000,NA,3000,3000,NA
330067103,1,1994,20-28,3500,NA,5400,7000,5000
312156102,0,1977,37-45,2800,NA,3500,3500,4000
130224102,1,1965,49-57,2000,NA,0,1500,1000
140155102,0,1980,34-42,NA,NA,2400,1800,1000
312144431,0,1958,56-64,NA,NA,1200,1000,NA
370679101,1,1985,29-37,2500,NA,8000,5000,8000
430405101,1,1958,56-64,3000,NA,5000,NA,NA
211792104,1,1981,33-41,4000,NA,4000,5000,6000
440145101,1,1971,43-51,2500,NA,3000,3000,3000
410507101,0,1982,32-40,NA,NA,1500,1600,NA
440441103,0,1997,17-25,NA,NA,NA,3500,3700
620497104,1,1997,17-25,NA,2000,2500,8000,7000
420310101,1,1964,50-58,NA,NA,5000,4000,NA
312416101,0,1950,64-72,1800,NA,2420,NA,NA
310839102,1,1954,60-68,3100,NA,3800,NA,3000
230501101,1,1968,46-54,NA,NA,4000,0,5000
610250102,1,1968,46-54,1650,NA,2100,1490,3200
360184102,0,1969,45-53,NA,NA,3700,2400,NA
430475103,1,1975,39-47,6000,NA,5500,NA,4800
440714103,0,1989,25-33,1200,1400,2500,NA,2800
311005101,1,1983,31-39,NA,NA,8000,8000,10000
311104431,0,1985,29-37,2700,3500,3500,3500,3500
220003501,0,1994,20-28,NA,2000,1800,2500,2500
130885105,1,1994,20-28,NA,2270,5800,5000,4500
140644103,0,1989,25-33,NA,NA,5000,NA,3000
320276103,0,1988,26-34,NA,NA,3000,2200,2000
211444103,0,1973,41-49,NA,NA,2000,2200,2300
210982103,1,1962,52-60,8000,NA,5000,8000,9000
311926101,1,1972,42-50,5000,NA,5000,3500,4000
220069101,1,1983,31-39,2600,2500,3000,1500,2500
411687101,0,1981,33-41,1500,NA,2200,2200,2800
130633101,0,1958,56-64,NA,NA,NA,2500,3600
320129105,0,1990,24-32,1500,NA,2500,2500,3500
130277103,0,1976,38-46,1700,NA,4100,5200,7800
858776431,1,1975,39-47,4000,NA,NA,2300,4000
430382101,1,1961,53-61,NA,NA,2200,3000,3300
211742103,1,1987,27-35,2500,2000,NA,3000,4000
370019101,0,1984,30-38,NA,1800,2400,2400,2500
370775101,0,1977,37-45,4000,NA,5000,3000,3000
130299103,1,1990,24-32,NA,NA,2300,NA,3500
370584101,1,1944,70-78,NA,NA,1800,1800,1800
621322101,1,1980,34-42,NA,NA,NA,7500,12000
620988104,0,1995,19-27,NA,NA,NA,2700,3000
210801101,0,1974,40-48,1700,NA,2000,1500,NA
410832431,0,1995,19-27,1000,NA,NA,2500,3800
411680102,0,1968,46-54,1034,NA,2000,2540,3200
410429103,0,1989,25-33,NA,3500,4000,4500,NA
440632104,0,1998,16-24,2000,3500,4800,5800,4500
310869106,1,1985,29-37,3600,5000,6000,2500,10000
211763104,0,1975,39-47,2100,NA,3000,3400,2100
320287101,1,1989,25-33,3500,4000,5000,5500,5100
330237101,1,1965,49-57,2700,2600,3000,3000,3900
621852104,0,1997,17-25,NA,NA,NA,3500,4400
340328101,0,1986,28-36,NA,NA,2500,2000,NA
410678101,1,1973,41-49,2000,6000,5000,8000,9000
312004101,0,1965,49-57,1820,NA,NA,2500,3000
130676102,1,1975,39-47,NA,NA,NA,4000,5000
510896104,1,1980,34-42,2000,NA,2400,2000,2000
211029101,1,1976,38-46,NA,NA,3550,3000,3500
130103101,0,1980,34-42,1500,1500,NA,1600,NA
211539431,0,1987,27-35,NA,1600,2000,2000,24000
520485103,1,1977,37-45,NA,NA,NA,4000,6000
140493104,0,1972,42-50,2500,NA,3000,4000,4700
210367102,1,1959,55-63,NA,2400,3000,3000,NA
411687102,1,1975,39-47,3000,NA,4000,5000,5000
620601102,0,1974,40-48,NA,2400,2000,2500,2800
312430102,1,1960,54-62,5000,2190,3000,3500,NA
211032104,0,1988,26-34,3000,2600,3000,1750,5000
311137501,0,1990,24-32,2800,3500,5800,10000,6000
230518102,0,1971,43-51,NA,500,NA,NA,1500
311115101,0,1979,35-43,8000,NA,8000,15000,4200
311978105,0,1995,19-27,NA,2100,3200,4200,4800
320376104,0,1966,48-56,NA,1500,2000,2000,2400
140052101,1,1975,39-47,4000,NA,5000,5000,5000
130542101,1,1985,29-37,850,NA,1200,2300,2500
211875102,1,1977,37-45,NA,NA,3300,4700,6200
410650102,0,1949,65-73,600,NA,600,600,600
230455101,0,1977,37-45,1200,1300,1500,2000,2200
140056101,0,1979,35-43,NA,NA,1300,1500,2000
410064102,1,1981,33-41,3000,3500,5000,6000,7000
312157104,0,1981,33-41,2500,3000,3000,3000,3000
450170103,1,1983,31-39,1300,NA,3000,4000,5000
230209101,1,1965,49-57,NA,NA,5000,5000,5000
230556104,1,1993,21-29,3000,NA,5700,4000,10000
430125431,0,1978,36-44,6600,NA,10000,10000,9500
220306101,1,1970,44-52,3000,NA,1500,2000,2200
410645101,1,1988,26-34,NA,2500,2500,NA,NA
440745102,1,1969,45-53,2000,NA,2400,NA,NA
211951103,1,1992,22-30,3000,NA,5000,5000,2400
311247103,1,1976,38-46,2000,NA,3000,4200,3000
230015102,1,1965,49-57,NA,NA,6000,4500,4000
620231104,0,1983,31-39,NA,NA,NA,2700,3000
410034103,1,1990,24-32,3000,NA,5000,6000,6100
620521103,0,1963,51-59,2500,NA,NA,0,NA
230205102,1,1994,20-28,800,NA,5700,8000,5000
330062101,1,1963,51-59,NA,NA,3500,3000,4000
410245102,0,1978,36-44,NA,NA,NA,4000,4000
230018102,1,1974,40-48,NA,NA,NA,4500,4000
230027102,0,1965,49-57,3900,NA,5503,6300,NA
430211102,0,1980,34-42,1300,NA,2000,2300,2500
610243101,1,1957,57-65,NA,500,600,NA,NA
311220103,1,1980,34-42,6500,NA,12000,10000,11000
140138102,0,1968,46-54,NA,NA,800,NA,2500
211552102,0,1970,44-52,NA,1800,NA,1500,1500
441117108,0,1997,17-25,NA,NA,NA,0,4000
230072101,1,1967,47-55,NA,NA,7200,3500,3500
530386102,1,1989,25-33,NA,NA,4000,4800,4600
230048102,1,1987,27-35,1260,NA,1789,2300,NA
312454101,1,1977,37-45,7000,NA,6500,7500,8500
312007101,0,1963,51-59,NA,2200,3200,3000,3000
210300102,1,1958,56-64,2000,NA,1500,NA,1600
211375103,0,1979,35-43,NA,3000,3500,3000,4700
230419103,1,1990,24-32,4482,NA,5000,2100,5000
230420102,0,1990,24-32,1300,NA,1400,2500,NA
610296101,0,1973,41-49,NA,NA,4000,4000,4300
411172102,1,1973,41-49,NA,NA,3700,868,5500
510059101,1,1970,44-52,2100,NA,NA,2000,2000
210778103,1,1997,17-25,1700,5000,6000,8000,12000
211272102,1,1968,46-54,2000,NA,2600,NA,2800
130835103,0,1995,19-27,NA,NA,NA,5000,15000
130851105,0,1990,24-32,NA,NA,0,5000,3500
410108104,0,1972,42-50,1500,NA,4000,NA,NA
130231103,1,1966,48-56,3400,NA,3600,0,3600
220222101,0,1972,42-50,1200,NA,1500,NA,NA
230368101,1,1969,45-53,3500,NA,3000,4000,3500
620813103,1,1981,33-41,3000,NA,4500,7000,7000
312388101,0,1957,57-65,2000,NA,3000,2500,NA
312035102,0,1988,26-34,3400,NA,4500,6000,7200
140750104,1,1971,43-51,3000,NA,3000,4000,4000
230566102,0,1979,35-43,NA,4000,3500,3000,3000
370317105,1,1993,21-29,NA,NA,5000,6000,5000
610134101,0,1975,39-47,2500,NA,3500,5000,6000
312095103,0,1996,18-26,NA,NA,4000,6500,NA
410492104,0,1974,40-48,2000,NA,4600,5500,5500
210273102,0,1966,48-56,2000,NA,2000,NA,NA
330060102,0,1958,56-64,3000,NA,4000,4000,3000
230343101,0,1980,34-42,NA,1200,2000,1500,1200
140634104,1,1991,23-31,2000,NA,4000,5000,6000
230592101,0,1968,46-54,NA,800,NA,1500,0
134723501,1,1982,32-40,3100,NA,4800,6000,7500
130936102,1,1953,61-69,NA,NA,3000,600,3000
310934104,0,1975,39-47,400,NA,1300,8000,2000
230587102,1,1977,37-45,3000,NA,NA,900,3500
410444107,1,1997,17-25,NA,NA,NA,3900,7600
140118101,0,1991,23-31,2000,NA,NA,700,NA
230091101,0,1957,57-65,NA,2000,1000,1500,3600
101129501,0,1990,24-32,NA,2500,NA,600,1500
440920103,1,1991,23-31,2800,4400,4500,5500,5000
140616101,0,1974,40-48,800,NA,1500,2200,2500
440759105,0,1985,29-37,NA,NA,2000,NA,1000
620234101,1,1975,39-47,NA,NA,3400,3250,3800
230367103,1,1992,22-30,2800,NA,3000,3500,3500
230361102,0,1956,58-66,1200,NA,1260,1500,2000
311995103,1,1973,41-49,2500,NA,3500,4000,4000
410551102,1,1957,57-65,NA,NA,3000,5000,5000
130657101,0,1974,40-48,2500,NA,NA,1800,2000
211031101,0,1983,31-39,2000,NA,2000,NA,NA
530377101,0,1984,30-38,1200,NA,2100,2500,5000
230377101,0,1963,51-59,3500,NA,3000,NA,NA
130755101,0,1964,50-58,1400,NA,2200,NA,NA
620890102,1,1964,50-58,2200,NA,2200,2200,2500
230385101,0,1984,30-38,2500,NA,3500,3900,4500
140640101,1,1984,30-38,NA,NA,NA,4500,4500
281937501,0,1989,25-33,2600,NA,3000,3500,4700
411132431,1,1989,25-33,2000,NA,3000,4000,NA
211844101,1,1963,51-59,3500,NA,3000,6000,5000
140358102,1,1956,58-66,3000,1200,1200,NA,NA
410057102,1,1965,49-57,3500,7000,6500,10002,5500
621688102,0,1986,28-36,2300,NA,NA,3700,3500
312013101,0,1972,42-50,1800,2190,3000,2480,4500
620167101,1,1980,34-42,6000,NA,1500,NA,6000
410223103,1,1990,24-32,NA,NA,NA,16000,12000
139466431,0,1978,36-44,2000,NA,3000,4400,4500
370119102,1,1962,52-60,2000,1500,4000,3000,4000
311987102,1,1954,60-68,1600,2190,NA,2500,NA
211884102,0,1970,44-52,1500,1300,2150,2500,NA
621418104,0,1975,39-47,2600,NA,4000,3500,8000
430221101,0,1977,37-45,2000,NA,4300,4000,4000
340363104,0,1983,31-39,3000,NA,2100,2600,5000
410900107,0,1987,27-35,NA,1500,NA,2000,2500
441707431,0,1984,30-38,2000,NA,1500,2000,NA
440156104,0,1994,20-28,NA,3200,3000,4500,5000
140084105,0,1986,28-36,1000,2500,3500,3500,4000
210648103,1,1985,29-37,NA,NA,NA,5000,4000
621301105,1,1994,20-28,NA,NA,3300,8000,9500
220353103,1,1995,19-27,NA,1800,3000,5000,4000
410153102,0,1971,43-51,2000,NA,NA,1600,NA
410491104,0,1971,43-51,NA,NA,2000,2000,2500
130762103,1,1985,29-37,NA,NA,2500,2500,3000
310960431,1,1971,43-51,5000,NA,10000,10000,10000
140001103,0,1995,19-27,500,NA,5500,6000,NA
430710103,0,1987,27-35,NA,NA,3000,4000,5000
787057431,0,1991,23-31,NA,NA,1300,1500,2270
130588104,0,1974,40-48,NA,1800,NA,3000,3200
140018102,1,1958,56-64,NA,700,1000,NA,NA
370182103,0,1983,31-39,1400,NA,NA,1000,NA
140027103,1,1977,37-45,NA,NA,600,700,700
620320103,0,1994,20-28,NA,NA,4200,4500,5800
210867102,1,1968,46-54,4000,NA,3800,4300,4000
620121104,0,1985,29-37,NA,420,1000,2000,2800
311977103,0,1986,28-36,5000,NA,10000,15000,NA
620007103,1,1991,23-31,3600,4000,3800,4000,4500
230399102,1,1965,49-57,NA,NA,NA,1300,2400
211298102,0,1979,35-43,NA,2000,3000,3500,4000
411168101,0,1974,40-48,NA,NA,NA,3000,3000
255889501,0,1986,28-36,1000,NA,NA,2000,5000
440279102,1,1958,56-64,3500,NA,6500,7000,NA
530208101,1,1965,49-57,NA,NA,2000,3000,NA
140217101,1,1973,41-49,NA,NA,NA,4300,4000
620486103,0,1996,18-26,NA,NA,NA,3200,4500
211341101,1,1970,44-52,2500,NA,3000,3000,3600
210925104,0,1997,17-25,500,1600,NA,1500,NA
210310103,0,1988,26-34,NA,NA,2000,1600,2700
687332431,1,1985,29-37,3000,NA,4000,5000,7000
230411103,0,1986,28-36,2600,1200,1320,1320,4600
210901431,0,1988,26-34,NA,NA,3500,3000,3000
210786101,0,1978,36-44,2400,NA,3000,3900,5500
370006103,1,1981,33-41,3000,NA,3500,4000,6000
211628101,0,1986,28-36,2700,NA,3880,5648,6200
110020106,0,1976,38-46,48000,NA,4000,3500,3000
220192102,1,1954,60-68,1500,1200,1200,400,1400
360239431,0,1990,24-32,NA,1010,2500,3000,NA
620897101,1,1960,54-62,2500,NA,4500,3000,3500
210047101,0,1960,54-62,3400,NA,4000,4000,4300
430459103,0,1989,25-33,3300,NA,4000,5000,5500
210012101,1,1978,36-44,2000,NA,2700,2500,2600
130756103,1,1991,23-31,3000,1000,3000,4000,2500
230116104,0,1987,27-35,NA,NA,2500,4000,4000
450099102,0,1976,38-46,1800,1500,NA,NA,NA
430234102,0,1973,41-49,2000,NA,3100,3200,3450
621872101,1,1967,47-55,4500,4000,NA,NA,NA
210829105,0,1980,34-42,3850,NA,2100,5000,5200
210829101,1,1949,65-73,NA,NA,2500,NA,167
410900104,1,1988,26-34,2500,2000,NA,5000,4500
312079103,1,1998,16-24,NA,NA,NA,4000,12500
440139102,0,1985,29-37,3000,NA,7000,10000,10000
520477105,0,1983,31-39,NA,NA,2500,3100,3100
210759103,0,1988,26-34,NA,3000,3850,3800,4000
410394102,0,1971,43-51,NA,NA,1500,1800,1400
510274101,1,1954,60-68,3500,3000,NA,NA,NA
620687101,0,1970,44-52,2700,NA,3500,4000,4500
441089101,1,1985,29-37,2500,NA,3000,10000,4000
130674102,1,1954,60-68,2000,NA,2000,2000,NA
211011101,1,1962,52-60,1500,NA,2000,1800,NA
440887101,0,1968,46-54,NA,NA,3500,3500,3500
370650101,1,1973,41-49,2000,NA,1950,5000,2800
340008103,0,1983,31-39,NA,1900,NA,2000,2000
411600103,1,1988,26-34,NA,7000,8500,11000,12000
130533103,0,1993,21-29,3000,NA,NA,1800,NA
210879101,0,1970,44-52,NA,NA,2000,2500,2300
420448102,1,1962,52-60,5200,NA,3000,3300,3300
450135103,1,1989,25-33,2500,NA,2300,6000,0
312426102,0,1969,45-53,1820,NA,3000,2480,2590
620910103,0,1980,34-42,1500,NA,NA,5000,5000
430330101,1,1958,56-64,NA,NA,NA,3000,1826
211676101,0,1966,48-56,2000,2200,NA,NA,NA
211769101,1,1967,47-55,NA,NA,3000,3722,4000
370762103,0,1976,38-46,2500,NA,2800,3000,4000
610063106,0,1964,50-58,3000,NA,5000,NA,NA
130810104,0,1998,16-24,NA,NA,NA,2700,6000
140019103,1,1985,29-37,4000,NA,5500,6000,7500
330060101,1,1956,58-66,1900,NA,2000,2000,2200
211715101,0,1976,38-46,1900,NA,3500,4058,4058
211722101,1,1954,60-68,NA,750,1000,NA,NA
312079101,0,1974,40-48,NA,NA,2500,4000,3900
621394103,0,1990,24-32,NA,2800,3000,3200,6000
410535103,1,1982,32-40,NA,5000,8000,6000,7000
370769103,1,1988,26-34,3000,3000,8000,5000,5000
510854103,1,1971,43-51,1800,NA,1000,1800,3500
620341104,0,1986,28-36,NA,NA,1500,1000,900
370543104,1,1995,19-27,NA,NA,7500,NA,10000
410223106,1,1990,24-32,NA,2300,4500,3000,NA
220003103,1,1986,28-36,NA,NA,NA,2000,1800
230133101,0,1974,40-48,1600,NA,1700,1650,1600
370064103,0,1991,23-31,NA,1200,NA,3000,2000
411840103,1,1985,29-37,NA,NA,5000,NA,3000
410938431,0,1993,21-29,NA,NA,NA,5000,5000
450258103,0,1979,35-43,NA,1000,1200,NA,NA
620181102,0,1994,20-28,2000,NA,3500,4000,NA
360270103,0,1998,16-24,NA,NA,NA,4500,7000
211422101,1,1981,33-41,NA,3000,NA,2700,3000
621773101,1,1973,41-49,3000,NA,2000,2000,6000
440644502,0,1989,25-33,NA,NA,NA,2000,2000
350075105,0,1984,30-38,1000,NA,800,0,1800
621645104,0,1995,19-27,1600,2100,2200,2600,0
510612101,1,1978,36-44,NA,NA,NA,4000,5000
340251102,1,1962,52-60,NA,NA,2000,NA,2060
211438104,1,1996,18-26,NA,NA,3000,3500,3300
620794103,0,1981,33-41,1500,NA,4000,3500,NA
311756103,0,1981,33-41,4000,NA,4000,4500,4000
621754103,0,1990,24-32,3000,NA,3500,2788,2700
610355102,0,1970,44-52,2000,NA,2500,2000,3000
410823103,1,1998,16-24,NA,NA,3500,4400,6500
610254101,1,1963,51-59,2300,NA,3200,NA,NA
610315103,1,1985,29-37,NA,3500,NA,1700,NA
140127102,1,1961,53-61,NA,NA,4000,4000,NA
130815102,1,1983,31-39,1800,3000,3500,4500,5000
140058104,1,1985,29-37,4000,NA,3000,3500,4000
450124103,0,1982,32-40,1400,NA,1600,NA,NA
230072102,0,1966,48-56,NA,NA,1700,1500,2000
312008102,0,1977,37-45,2200,NA,2500,3600,3600
178956431,1,1989,25-33,3000,NA,3500,0,6000
411331104,0,1989,25-33,1600,2800,NA,2000,800
211769102,0,1969,45-53,2000,NA,1700,1700,1500
370788102,0,1993,21-29,NA,1500,0,4000,5500
620734104,0,1984,30-38,NA,NA,NA,4500,6000
530090104,0,1993,21-29,2400,800,1300,1300,2600
220083103,1,1994,20-28,NA,4500,NA,7500,8000
410134102,1,1962,52-60,4250,3400,NA,NA,NA
220305102,1,1955,59-67,1700,1500,1400,NA,NA
211249102,1,1975,39-47,2300,NA,3600,4050,6500
621653102,0,1971,43-51,1800,NA,NA,5000,NA
410409104,0,1988,26-34,1600,NA,3500,5000,6500
211930501,0,1994,20-28,NA,NA,4500,NA,7000
370406103,1,1988,26-34,2800,NA,4000,6000,7000
210194101,1,1969,45-53,1800,2200,2500,2500,3400
450356106,0,1997,17-25,NA,NA,2000,4500,NA
211770101,0,1969,45-53,NA,NA,1600,1700,NA
312011104,1,1978,36-44,2000,3000,3500,5400,5000
312144432,1,1956,58-66,1680,NA,NA,2300,NA
610157103,0,1981,33-41,1750,3250,2300,2800,3200
210409102,0,1983,31-39,2000,NA,2900,3000,NA
130881103,1,1978,36-44,700,NA,3700,4500,6500
310855103,0,1989,25-33,7000,NA,3000,20000,20000
620678103,0,1968,46-54,2600,NA,4000,NA,NA
510605101,0,1976,38-46,1600,NA,1500,3500,2500
370249431,0,1986,28-36,NA,700,1000,1200,3500
211527101,0,1971,43-51,1400,NA,500,NA,NA
211918101,1,1966,48-56,NA,2300,2400,2400,2500
620026103,1,1995,19-27,NA,NA,4200,5000,6500
440186101,1,1968,46-54,3000,NA,3500,7000,4000
621645102,1,1971,43-51,2500,NA,2800,3500,4000
230546102,0,1975,39-47,NA,NA,NA,1000,7500
510061104,0,1987,27-35,800,NA,1350,1700,2000
120046103,0,1990,24-32,0,NA,1800,NA,2300
411875102,0,1975,39-47,NA,NA,2900,4200,4000
140020102,1,1971,43-51,NA,NA,5500,15000,15000
211779101,0,1972,42-50,NA,2200,2450,1700,2400
411830102,1,1973,41-49,3000,NA,4000,4000,3500
450276104,1,1988,26-34,NA,NA,NA,5000,4000
440767101,0,1975,39-47,1500,NA,2000,NA,2500
621111105,0,1998,16-24,NA,NA,NA,3300,3000
320367102,0,1976,38-46,2800,NA,5000,7000,7500
140652101,1,1967,47-55,NA,NA,NA,3500,1900
130315103,1,1993,21-29,1800,3500,3000,5000,5000
500036101,0,1974,40-48,4000,NA,6000,4500,5000
211837101,1,1975,39-47,1600,1500,2200,2500,3000
130492101,1,1964,50-58,NA,NA,1600,2500,3000
311315101,1,1977,37-45,NA,NA,6000,6000,5000
130736101,0,1976,38-46,NA,2000,2000,1500,2000
210195102,0,1979,35-43,1000,NA,1800,NA,1700
210197101,1,1953,61-69,1700,1500,1600,1500,NA
441235102,0,1968,46-54,NA,NA,3000,3000,NA
620229103,0,1989,25-33,NA,NA,2700,2400,2600
311868104,0,1981,33-41,4000,NA,4500,6000,6000
230330102,1,1973,41-49,1000,NA,900,1270,900
411137432,1,1978,36-44,7000,NA,8000,6000,7000
130851102,1,1960,54-62,1600,NA,1250,2100,NA
140388101,0,1966,48-56,1700,NA,5390,5000,NA
210859102,1,1968,46-54,3000,NA,4000,3000,6000
130503502,0,1986,28-36,NA,1400,1700,1600,1700
620583104,0,1996,18-26,NA,NA,2500,2000,3700
430509104,0,1976,38-46,NA,3000,2100,NA,3800
410888101,1,1972,42-50,NA,NA,4000,NA,5000
210778102,0,1965,49-57,3700,NA,5000,6000,7000
410498105,1,1995,19-27,NA,NA,3500,3500,5000
211828102,1,1984,30-38,3000,NA,2600,2000,2900
211055101,0,1974,40-48,NA,NA,NA,2500,4000
130758101,1,1968,46-54,NA,NA,3100,3800,4500
370773103,1,1990,24-32,2600,3000,NA,NA,8000
140045101,1,1977,37-45,2000,NA,3800,4000,4200
430144102,0,1994,20-28,NA,3000,3000,4000,7200
621765103,0,1998,16-24,NA,1700,1800,2500,5000
211951101,0,1969,45-53,NA,NA,3700,5000,6000
440632102,0,1970,44-52,2000,NA,2000,2000,2300
620650103,1,1987,27-35,2000,NA,NA,3500,12000
140138103,1,1997,17-25,3000,2000,4500,NA,NA
360279101,1,1976,38-46,2800,NA,4000,5000,6000
370034104,0,1979,35-43,1500,NA,2000,2600,2200
311407102,0,1982,32-40,3700,5000,5500,3000,NA
360275106,0,1987,27-35,2000,NA,2300,3200,3800
511041103,1,1982,32-40,NA,NA,NA,5000,4500
211196103,1,1987,27-35,4000,NA,5000,6000,5000
520113101,0,1978,36-44,4000,4700,NA,5000,5700
310705101,1,1966,48-56,NA,NA,2700,2700,3000
410387103,0,1994,20-28,NA,NA,2500,2000,3500
411486103,1,1989,25-33,NA,3000,0,2900,5500
330211101,1,1965,49-57,NA,NA,3000,4000,NA
330135101,1,1963,51-59,NA,NA,5000,5500,5500
210433102,1,1951,63-71,1000,NA,1250,670,1000
320388101,1,1958,56-64,2000,3000,NA,NA,NA
370023102,1,1967,47-55,NA,NA,5000,6000,6000
312458102,0,1966,48-56,1820,NA,2420,2480,2590
211791102,1,1967,47-55,NA,NA,NA,2600,3000
440621103,1,1986,28-36,3000,NA,8000,7300,16000
210221101,1,1986,28-36,2800,NA,9000,8500,11200
140203101,1,1983,31-39,3000,NA,3600,5000,5000
610119102,1,1982,32-40,2800,2500,4000,4376,4700
312538105,1,1993,21-29,3200,3500,6500,8500,10000
410317103,1,1982,32-40,NA,6000,NA,NA,9000
210596103,1,1979,35-43,NA,2100,2400,2900,4300
340263101,1,1964,50-58,2100,NA,3200,4300,4400
210588102,0,1977,37-45,3000,NA,3600,4000,4500
450116103,0,1971,43-51,1700,NA,NA,1600,2000
210635102,1,1949,65-73,3000,NA,700,NA,NA
210638103,0,1982,32-40,NA,NA,NA,3000,3000
410325105,0,1990,24-32,NA,1500,1500,NA,NA
410995113,1,1981,33-41,NA,NA,3100,NA,6000
410858105,1,1986,28-36,3500,NA,5000,6000,8000
210146105,0,1991,23-31,NA,2500,4000,4000,3500
130865103,1,1962,52-60,NA,NA,5000,4700,3800
211844103,0,1992,22-30,NA,2000,7000,7000,11000
211876103,1,1968,46-54,NA,24000,NA,NA,10000
